Customer_ID,Age,Income,Loan_Amount,Credit_Score,Loan_Term,Default_Status
CUST0664,45,147423,32911,816,270,Yes
CUST0665,18,47772,22680,408,152,No
CUST0666,51,125966,45140,433,283,Yes
CUST0667,69,45260,40549,524,212,Yes
CUST0668,52,36539,42698,672,282,Yes
CUST0669,61,25593,18575,694,314,Yes
CUST0670,64,75492,49870,763,325,Yes
CUST0671,65,30271,10305,825,325,No
CUST0672,65,149535,45662,507,112,Yes
CUST0673,60,109538,27000,709,234,Yes
CUST0674,30,77067,8592,492,32,Yes
CUST0675,41,46465,38733,370,244,Yes
CUST0676,45,127815,49214,584,314,No
CUST0677,22,102211,28854,733,292,Yes
CUST0678,60,39382,8379,468,160,No
CUST0679,39,129328,12272,614,287,No
CUST0680,57,97994,30097,404,245,No
CUST0681,38,53801,28959,450,34,No
CUST0682,60,61910,35497,772,157,Yes
CUST0683,72,139380,45575,409,182,No
CUST0684,25,115302,7678,412,21,No
CUST0685,64,139822,28958,546,220,No
CUST0686,75,125820,29014,316,313,No
CUST0687,37,28783,16486,771,333,No
CUST0688,50,31406,47478,491,44,Yes
CUST0689,37,70868,41620,573,254,Yes
CUST0690,60,92923,9391,329,225,Yes
CUST0691,44,72082,41749,787,249,Yes
CUST0692,38,92358,18416,843,323,Yes
CUST0693,43,62746,14070,763,304,Yes
CUST0694,62,132279,26949,660,130,No
CUST0695,36,56202,20639,571,173,No
CUST0696,53,88116,40365,421,314,No
CUST0697,26,80051,12442,386,126,No
CUST0698,30,140214,47535,662,242,No
CUST0699,44,134486,36358,741,147,Yes
CUST0700,60,21620,43018,517,165,Yes
CUST0701,42,123094,18749,454,345,Yes
CUST0702,61,111804,19774,706,31,Yes
CUST0703,65,101665,26001,814,129,Yes
CUST0704,75,97014,28115,741,354,Yes
CUST0705,29,88493,22521,820,308,No
CUST0706,57,122457,38001,641,142,Yes
CUST0707,54,74997,49579,354,214,Yes
CUST0708,37,34748,32717,751,147,Yes
CUST0709,43,74321,23162,579,14,Yes
CUST0710,53,39613,8569,678,283,No
CUST0711,71,39424,9152,400,129,No
CUST0712,18,94264,29432,350,32,No
CUST0713,37,97061,27624,691,125,No
CUST0714,36,96372,34649,732,242,No
CUST0715,31,119402,36865,498,134,Yes
CUST0716,45,146462,37863,601,215,No
CUST0717,68,143161,39516,493,13,No
CUST0718,55,33133,13041,712,232,No
CUST0719,56,141232,35812,480,36,Yes
CUST0720,59,33845,39858,582,50,No
CUST0721,38,93752,49453,842,152,Yes
CUST0722,47,122176,39921,805,286,Yes
CUST0723,46,33237,24153,831,291,Yes
CUST0724,46,122989,34620,743,225,No
CUST0725,61,57498,45694,411,20,No
CUST0726,31,133701,29126,351,268,No
CUST0727,50,90206,49125,554,339,Yes
CUST0728,48,135361,9300,413,168,No
CUST0729,68,65071,17343,524,319,No
CUST0730,75,135067,35007,417,351,No
CUST0731,68,73856,10721,354,38,No
CUST0732,65,54620,10254,336,266,Yes
CUST0733,28,70206,30603,572,309,Yes
CUST0734,60,105824,16718,544,121,Yes
CUST0735,23,83646,23898,367,285,Yes
CUST0736,36,94976,10042,844,350,No
CUST0737,50,99817,12167,403,294,Yes
CUST0738,60,82003,15798,582,159,Yes
CUST0739,58,24910,23084,531,71,No
CUST0740,57,42570,12341,714,132,Yes
CUST0741,39,56099,14696,701,211,Yes
CUST0742,23,72818,37527,702,299,No
CUST0743,70,38855,14863,403,180,Yes
CUST0744,66,101034,18386,525,102,Yes
CUST0745,33,99777,39123,574,291,Yes
CUST0746,61,109235,46109,807,347,Yes
CUST0747,37,110919,6487,510,114,Yes
CUST0748,32,72654,24213,475,19,No
CUST0749,69,25083,32298,508,231,No
CUST0750,30,71877,49721,655,52,No
CUST0751,27,136598,40483,594,180,Yes
CUST0752,19,135206,13652,594,343,No
CUST0753,20,63449,36057,303,137,No
CUST0754,33,110507,27721,396,257,Yes
CUST0755,48,51139,32533,489,22,Yes
CUST0756,57,26460,34088,815,62,Yes
CUST0757,72,117746,47250,788,78,No
CUST0758,67,82287,6407,612,144,Yes
CUST0759,22,140695,24104,544,98,No
CUST0760,47,55203,17390,474,348,No
CUST0761,44,137575,9125,622,161,No
CUST0762,74,68816,6444,371,355,Yes
CUST0763,58,22651,20225,470,143,Yes
CUST0764,54,64284,39053,491,224,No
CUST0765,30,127136,47249,640,94,Yes
CUST0766,63,124025,27012,766,230,No
CUST0767,62,59722,31980,445,116,No
CUST0768,42,60756,42925,313,95,Yes
CUST0769,49,56745,27465,785,197,Yes
CUST0770,43,130473,47975,738,61,Yes
CUST0771,33,84437,47339,642,159,No
CUST0772,27,132490,26384,321,170,No
CUST0773,59,111250,36860,481,289,No
CUST0774,62,109764,43886,570,292,Yes
CUST0775,18,32873,48637,378,339,No
CUST0776,75,147467,39744,474,47,No
CUST0777,66,133888,40944,309,51,Yes
CUST0778,73,49878,34180,660,91,Yes
CUST0779,67,37614,35015,785,74,No
CUST0780,74,59384,24928,301,13,Yes
CUST0781,24,147692,42175,800,134,No
CUST0782,67,117481,13647,553,45,Yes
CUST0783,45,78079,25086,783,150,Yes
CUST0784,32,121453,16254,412,103,Yes
CUST0785,29,128242,22039,346,70,No
CUST0786,69,62056,19862,317,243,Yes
CUST0787,62,55313,36735,597,184,Yes
CUST0788,51,115525,29372,533,74,Yes
CUST0789,47,74627,23883,837,268,No
CUST0790,21,99295,8101,815,285,No
CUST0791,53,104614,14721,471,250,No
CUST0792,33,31703,28142,450,273,No
CUST0793,72,44633,23637,396,74,Yes
CUST0794,25,77896,34879,402,258,No
CUST0795,47,47707,15902,611,354,No
CUST0796,26,139725,45542,643,326,Yes
CUST0797,69,127999,15537,763,154,Yes
CUST0798,47,73368,40082,802,54,Yes
CUST0799,60,117117,23693,659,194,Yes
CUST0800,51,83499,16945,563,59,Yes
CUST0801,53,119548,16492,798,192,Yes
CUST0802,56,87698,48670,559,102,Yes
CUST0803,38,133664,15058,673,210,Yes
CUST0804,66,69009,15567,769,108,Yes
CUST0805,75,127612,20591,313,291,Yes
CUST0806,46,27367,12662,661,140,No
CUST0807,57,87537,7696,608,21,No
CUST0808,70,123742,25750,641,329,Yes
CUST0809,64,40836,42652,830,56,Yes
CUST0810,75,28600,13288,795,44,Yes
CUST0811,50,60779,33894,415,95,Yes
CUST0812,45,113004,22066,576,86,Yes
CUST0813,71,86426,29226,831,187,Yes
CUST0814,53,72872,17091,321,94,Yes
CUST0815,46,37779,18445,451,279,Yes
CUST0816,75,122303,41863,720,285,No
CUST0817,28,131580,7273,525,111,No
CUST0818,65,88719,48617,445,257,No
CUST0819,73,135255,25771,665,335,No
CUST0820,48,94537,27534,809,191,Yes
CUST0821,46,23794,14695,331,27,Yes
CUST0822,34,42772,29439,550,186,No
CUST0823,66,45265,34388,741,211,No
CUST0824,33,134711,40380,668,233,No
CUST0825,71,129173,15655,511,65,Yes
CUST0826,58,46309,39972,391,274,No
CUST0827,35,129704,24763,498,218,No
CUST0828,67,27553,12961,686,120,Yes
CUST0829,67,52701,6633,410,97,No
CUST0830,51,24334,31513,580,109,No
CUST0831,49,79827,37729,760,329,No
CUST0832,58,26626,14527,839,338,Yes
CUST0833,33,140328,35018,479,259,Yes
CUST0834,35,67235,25985,571,312,Yes
CUST0835,46,112357,15227,657,46,No
CUST0836,22,46097,5281,639,128,No
CUST0837,63,55910,40792,700,348,Yes
CUST0838,36,68280,38253,727,265,Yes
CUST0839,33,127938,26710,582,297,Yes
CUST0840,35,80846,47417,616,246,Yes
CUST0841,39,86207,24369,495,210,Yes
CUST0842,38,72028,36058,342,176,No
CUST0843,75,103284,23994,832,340,No
CUST0844,52,140989,42599,651,200,Yes
CUST0845,23,36236,48705,425,113,Yes
CUST0846,26,109282,14639,743,33,Yes
CUST0847,27,24005,42043,765,30,Yes
CUST0848,32,51711,33973,655,243,No
CUST0849,42,68819,27196,595,108,Yes
CUST0850,62,84066,12360,412,13,Yes
CUST0851,27,97862,36390,308,304,Yes
CUST0852,63,78471,7626,810,193,No
CUST0853,31,43276,14137,450,20,No
CUST0854,22,145897,49433,777,352,Yes
CUST0855,44,134095,41107,453,202,Yes
CUST0856,44,82204,12659,835,344,Yes
CUST0857,39,96923,25190,596,185,No
CUST0858,52,92264,6625,466,224,Yes
CUST0859,47,65843,31321,610,15,Yes
CUST0860,44,65121,45469,798,173,Yes
CUST0861,21,41432,19441,595,249,No
CUST0862,31,129792,34227,366,55,Yes
CUST0863,71,137242,28422,601,80,No
CUST0864,44,53903,11060,315,61,Yes
CUST0865,42,118167,26388,764,316,No
CUST0866,75,128903,8606,341,278,No
CUST0867,67,110289,44855,522,299,No
CUST0868,55,31847,47029,589,71,No
CUST0869,62,57364,17789,426,315,Yes
CUST0870,19,23597,43235,354,81,No
CUST0871,72,70667,39500,800,254,No
CUST0872,74,26507,19558,613,265,No
CUST0873,66,41352,23214,305,295,No
CUST0874,54,131912,17826,740,294,No
CUST0875,42,95007,6477,660,186,Yes
CUST0876,48,122213,10478,300,73,Yes
CUST0877,18,146473,40285,351,331,No
CUST0878,40,48091,34193,557,28,Yes
CUST0879,37,132343,49372,441,338,No
CUST0880,66,49012,49011,658,174,No
CUST0881,42,104853,10726,590,137,Yes
CUST0882,72,49505,38540,814,171,No
CUST0883,75,108826,30848,458,286,Yes
CUST0884,71,47096,17743,388,229,No
CUST0885,44,55269,37143,577,162,Yes
CUST0886,52,105404,25824,446,31,No
CUST0887,65,73674,44529,501,66,Yes
CUST0888,65,87276,44654,742,40,Yes
CUST0889,52,22628,38525,382,165,Yes
CUST0890,69,133328,8673,597,352,No
CUST0891,56,122275,48697,524,82,Yes
CUST0892,75,146764,28662,332,144,No
CUST0893,32,120607,31054,784,206,No
CUST0894,49,109417,14695,663,90,No
CUST0895,32,21166,33025,554,155,No
CUST0896,35,82140,29224,695,186,No
CUST0897,45,139474,30304,732,222,Yes
CUST0898,49,37342,29433,708,50,Yes
CUST0899,19,104852,5798,400,283,No
CUST0900,42,42701,23654,567,198,Yes
CUST0901,39,98792,27604,609,50,Yes
CUST0902,60,124970,28026,618,267,No
CUST0903,61,21109,25190,477,169,Yes
CUST0904,69,49329,34201,746,165,Yes
CUST0905,43,53081,41767,630,220,Yes
CUST0906,64,99736,10740,442,23,Yes
CUST0907,28,125524,19135,504,25,Yes
CUST0908,71,143601,34112,556,157,Yes
CUST0909,47,60037,32237,438,179,Yes
CUST0910,26,113420,33999,726,106,Yes
CUST0911,57,146749,23915,504,59,No
CUST0912,52,112978,15734,608,82,Yes
CUST0913,19,104245,32776,612,280,Yes
CUST0914,43,56094,32144,387,320,No
CUST0915,55,75549,14146,604,318,No
CUST0916,54,137372,43481,772,63,Yes
CUST0917,60,69345,44186,487,197,Yes
CUST0918,19,131619,10641,684,70,No
CUST0919,23,65706,14413,747,60,Yes
CUST0920,59,80161,18617,398,147,No
CUST0921,45,53029,24872,441,182,No
CUST0922,26,48601,36104,839,174,Yes
CUST0923,73,81171,39426,752,75,Yes
CUST0924,47,59602,26981,620,105,Yes
CUST0925,29,108761,9332,815,307,No
CUST0926,21,88241,43710,666,120,Yes
CUST0927,34,128044,29626,779,310,No
CUST0928,42,101737,10796,662,52,No
CUST0929,38,72055,5433,737,130,Yes
CUST0930,31,96609,31834,777,37,No
CUST0931,47,33410,46864,730,153,Yes
CUST0932,38,20963,22912,720,171,No
CUST0933,39,87045,32165,772,293,Yes
CUST0934,66,106816,16461,328,289,Yes
CUST0935,74,146679,41425,327,52,Yes
CUST0936,42,130530,35285,731,293,Yes
CUST0937,35,130019,42218,390,307,No
CUST0938,66,69051,13973,443,291,No
CUST0939,71,93591,18058,609,164,No
CUST0940,44,104848,17190,548,294,Yes
CUST0941,34,97826,30019,824,348,Yes
CUST0942,71,99829,23970,682,164,No
CUST0943,23,57051,41298,430,63,Yes
CUST0944,48,59121,37151,600,218,Yes
CUST0945,19,109707,7767,354,32,Yes
CUST0946,65,34169,24791,702,171,No
CUST0947,52,83142,43352,428,227,No
CUST0948,21,28367,24917,712,59,Yes
CUST0949,40,64077,37381,306,348,Yes
CUST0950,32,149546,41653,773,182,Yes
CUST0951,59,56239,35372,830,149,No
CUST0952,22,103964,19714,771,38,Yes
CUST0953,67,62616,6758,355,82,No
CUST0954,59,132917,5160,386,47,No
CUST0955,20,56291,15094,356,60,No
CUST0956,66,54229,22214,576,313,No
CUST0957,19,105998,24671,409,14,Yes
CUST0958,33,113204,46979,641,66,Yes
CUST0959,30,144805,46717,399,256,Yes
CUST0960,71,136965,35968,597,33,Yes
CUST0961,19,105389,13138,793,252,Yes
CUST0962,57,59163,47848,639,196,No
CUST0963,27,44688,48641,362,219,No
CUST0964,33,39651,23853,424,289,No
CUST0965,26,87802,32338,823,66,No
CUST0966,48,120332,16755,354,147,Yes
CUST0967,60,51496,37236,509,93,No
CUST0968,25,137923,47256,828,314,No
CUST0969,54,27441,21039,447,299,No
CUST0970,31,125569,6864,807,138,Yes
CUST0971,47,132370,12822,439,53,No
CUST0972,62,125167,23167,528,183,No
CUST0973,34,126172,37312,458,98,Yes
CUST0974,67,98647,9372,608,106,Yes
CUST0975,41,72965,44248,618,344,Yes
CUST0976,28,106577,28708,306,303,No
CUST0977,56,61888,43080,796,65,No
CUST0978,56,109228,36489,505,334,No
CUST0979,65,38340,42065,417,20,Yes
CUST0980,63,114540,33578,368,252,No
CUST0981,25,23336,21902,300,123,Yes
CUST0982,67,105904,46156,456,76,No
CUST0983,70,85191,49951,423,98,No
CUST0984,28,58745,36197,832,272,No
CUST0985,37,54003,12837,399,134,Yes
CUST0986,24,138870,29458,553,220,No
CUST0987,55,74862,38588,509,14,No
CUST0988,19,73031,42700,406,360,Yes
CUST0989,37,70891,6149,785,279,Yes
CUST0990,54,116564,22009,325,151,No
CUST0991,61,24629,15672,817,307,No
CUST0992,42,96418,43119,754,108,Yes
CUST0993,43,112808,8834,700,264,No
CUST0994,63,94978,14577,356,292,Yes
CUST0995,30,126956,25950,424,133,No
CUST0996,22,44892,35214,607,42,No
CUST0997,55,64979,13879,714,232,No
CUST0998,62,115230,28421,795,120,No
CUST0999,71,113502,15702,488,325,Yes
CUST1000,58,49145,8466,540,353,Yes
CUST1001,33,109957,22869,566,210,No
CUST1002,24,90075,28669,749,110,Yes
CUST1003,62,103665,32493,426,282,Yes
CUST1004,67,122878,46697,742,161,No
CUST1005,37,82355,28329,449,188,Yes
CUST1006,72,138820,8192,322,81,No
CUST1007,61,143295,23996,489,219,No
CUST1008,56,108063,24114,445,314,Yes
CUST1009,69,66988,39708,546,222,Yes
CUST1010,25,86494,46873,474,308,Yes
CUST1011,68,59347,10034,823,159,Yes
CUST1012,54,130810,38676,505,149,No
CUST1013,68,42280,17701,787,139,Yes
CUST1014,20,130184,46158,791,327,Yes
CUST1015,40,106194,17009,596,75,No
CUST1016,52,134883,11193,596,227,Yes
CUST1017,45,93170,44240,402,142,Yes
CUST1018,60,43741,15953,804,343,No
CUST1019,41,58506,40632,676,321,No
CUST1020,22,32793,26142,581,266,Yes
CUST1021,50,81706,25723,700,12,Yes
CUST1022,59,36769,49890,695,70,Yes
CUST1023,39,117113,24731,409,219,No
CUST1024,18,53902,22790,775,314,No
CUST1025,72,115051,49921,726,109,No
CUST1026,44,125951,28758,735,141,Yes
CUST1027,70,93273,11280,451,77,No
CUST1028,49,119997,40023,328,307,Yes
CUST1029,24,139619,43013,590,106,No
CUST1030,45,43995,28044,768,340,Yes
CUST1031,41,144115,14418,423,309,No
CUST1032,58,109091,5845,698,73,Yes
CUST1033,75,137911,13975,311,355,No
CUST1034,71,63992,38958,610,139,Yes
CUST1035,47,105778,23442,334,79,Yes
CUST1036,63,31704,29445,755,32,No
CUST1037,27,49131,36778,343,130,No
CUST1038,45,66567,32000,663,139,Yes
CUST1039,29,49272,27302,442,35,No
CUST1040,64,117545,15684,779,48,No
CUST1041,51,134220,11712,769,214,Yes
CUST1042,59,60250,19278,583,80,No
CUST1043,35,75112,15128,309,123,Yes
CUST1044,57,123296,37989,462,153,Yes
CUST1045,69,136240,19490,666,69,Yes
CUST1046,52,63426,17348,812,306,Yes
CUST1047,67,68717,41612,815,13,Yes
CUST1048,48,54152,45201,515,345,Yes
CUST1049,47,96751,39449,657,119,Yes
CUST1050,45,58541,39871,837,68,No
CUST1051,70,80786,41117,699,19,Yes
CUST1052,64,131570,12468,825,223,Yes
CUST1053,55,35437,32351,364,66,Yes
CUST1054,35,81674,35178,478,186,Yes
CUST1055,38,27035,10006,455,117,Yes
CUST1056,72,133559,12639,660,240,Yes
CUST1057,33,103151,13600,647,85,Yes
CUST1058,71,96490,6138,770,87,Yes
CUST1059,23,96062,36425,443,343,Yes
CUST1060,35,143771,27820,585,75,No
CUST1061,74,101350,25419,610,200,No
CUST1062,46,29334,28761,703,178,Yes
CUST1063,33,81894,14110,369,222,No
CUST1064,66,136578,33962,795,205,Yes
CUST1065,47,45499,44167,685,349,No
CUST1066,54,85598,39283,783,277,No
CUST1067,57,35704,27416,484,360,No
CUST1068,60,133704,16285,819,152,No
CUST1069,42,109220,24967,838,239,No
CUST1070,39,70026,6884,565,351,Yes
CUST1071,19,89446,12772,432,115,Yes
CUST1072,49,59106,19572,631,337,Yes
CUST1073,72,74146,13435,656,86,No
CUST1074,38,27086,14329,713,117,No
CUST1075,29,134143,19848,369,211,Yes
CUST1076,49,131966,25147,346,192,No
CUST1077,31,39762,13214,330,108,No
CUST1078,40,38004,18752,462,352,No
CUST1079,69,46253,13533,537,351,Yes
CUST1080,34,64914,10151,398,136,Yes
CUST1081,39,73633,32840,408,262,Yes
CUST1082,35,149393,12321,811,262,No
CUST1083,74,94632,10094,787,152,Yes
CUST1084,56,137026,6232,631,235,No
CUST1085,62,138832,36736,537,37,No
CUST1086,74,149322,33262,542,141,No
CUST1087,35,79974,7786,407,13,Yes
CUST1088,53,38772,17868,478,233,No
CUST1089,18,61469,12065,693,249,No
CUST1090,51,133035,7149,730,93,No
CUST1091,30,113804,48239,365,43,No
CUST1092,23,43639,38651,363,42,No
CUST1093,33,122097,43874,556,246,No
CUST1094,64,30592,8884,417,280,No
CUST1095,44,83908,35741,338,160,Yes
CUST1096,49,63598,12793,374,116,No
CUST1097,53,102710,21581,752,223,Yes
CUST1098,66,149320,7836,683,68,Yes
CUST1099,33,43176,9341,330,159,No
CUST1100,62,61079,24768,478,84,Yes
CUST1101,48,103165,48750,628,157,Yes
CUST1102,59,27603,5673,410,155,Yes
CUST1103,63,20617,11324,760,102,No
CUST1104,49,79251,13112,686,230,Yes
CUST1105,46,55851,44439,436,19,Yes
CUST1106,68,47444,18461,504,254,Yes
CUST1107,19,119771,43509,500,283,Yes
CUST1108,23,121389,18108,558,45,Yes
CUST1109,36,42099,17109,802,312,Yes
CUST1110,32,95534,48948,748,244,No
CUST1111,43,120202,28038,592,190,Yes
CUST1112,62,40766,6917,530,167,Yes
CUST1113,33,84169,10949,506,341,No
CUST1114,37,122919,14539,465,126,Yes
CUST1115,60,120082,23178,744,242,No
CUST1116,55,122203,42994,841,114,Yes
CUST1117,41,31539,27795,496,153,Yes
CUST1118,48,36961,28081,388,256,No
CUST1119,53,100541,15522,324,211,No
CUST1120,51,76847,37809,398,150,Yes
CUST1121,40,103032,45170,508,94,Yes
CUST1122,45,76283,20848,334,257,No
CUST1123,65,72873,38089,443,124,No
CUST1124,53,76233,42370,305,236,Yes
CUST1125,39,146527,9478,668,80,No
CUST1126,40,82573,11494,717,20,No
CUST1127,62,70242,42888,373,132,Yes
CUST1128,47,20611,5916,648,342,Yes
CUST1129,35,24944,39657,489,260,Yes
CUST1130,37,89963,19221,840,208,Yes
CUST1131,34,46137,17553,808,124,Yes
CUST1132,32,115768,23471,494,294,Yes
CUST1133,25,68903,16257,512,272,Yes
CUST1134,64,144527,40201,785,340,No
CUST1135,30,21845,5283,812,86,No
CUST1136,38,136917,11467,660,68,No
CUST1137,25,62233,19025,665,149,Yes
CUST1138,65,119201,38042,441,201,Yes
CUST1139,52,129212,36110,368,279,Yes
CUST1140,66,89603,29016,749,142,Yes
CUST1141,62,44979,43625,737,62,Yes
CUST1142,29,22348,17132,685,151,No
CUST1143,30,108702,33813,372,349,Yes
CUST1144,31,20540,49140,380,276,Yes
CUST1145,65,102141,12033,430,170,No
CUST1146,48,116154,16852,829,218,Yes
CUST1147,35,52613,28253,605,22,No
CUST1148,64,49657,29878,403,44,Yes
CUST1149,55,110901,32793,420,302,Yes
CUST1150,66,134948,19042,810,66,Yes
CUST1151,51,65134,38701,536,135,No
CUST1152,56,60906,19912,352,156,Yes
CUST1153,36,36899,31711,638,141,No
CUST1154,24,33462,12395,323,137,Yes
CUST1155,71,70272,25596,529,354,No
CUST1156,30,85973,13101,596,296,Yes
CUST1157,36,97158,35533,557,326,Yes
CUST1158,32,60123,12229,699,306,Yes
CUST1159,41,41891,39060,666,283,No
CUST1160,29,28557,13907,369,105,Yes
CUST1161,37,127982,37493,461,333,No
CUST1162,18,25992,28674,594,266,Yes
CUST1163,63,59085,23892,376,282,Yes
CUST1164,52,144316,41512,847,13,Yes
CUST1165,26,58119,7661,547,88,No
CUST1166,35,79759,10390,830,22,No
CUST1167,20,115398,26503,812,179,No
CUST1168,21,88195,37355,619,295,Yes
CUST1169,53,98167,12583,708,226,No
CUST1170,36,88697,30217,358,302,No
CUST1171,62,64280,23586,413,186,Yes
CUST1172,26,76841,34946,782,12,Yes
CUST1173,58,136388,44347,569,258,Yes
CUST1174,73,110017,25447,330,111,Yes
CUST1175,66,37536,34095,333,107,No
CUST1176,49,64922,19802,646,67,Yes
CUST1177,24,138146,41301,731,168,Yes
CUST1178,73,84248,31691,567,229,No
CUST1179,18,67087,24044,505,140,No
CUST1180,54,118319,33046,642,151,Yes
CUST1181,36,44697,17372,360,312,No
CUST1182,48,41611,9561,442,114,Yes
CUST1183,48,144267,36173,509,333,No
CUST1184,46,138868,49507,637,217,Yes
CUST1185,39,140351,29080,363,354,No
CUST1186,29,126431,16750,541,320,No
CUST1187,21,72873,5837,805,301,Yes
CUST1188,34,22506,49181,374,300,Yes
CUST1189,73,49939,37220,336,194,No
CUST1190,48,49402,49046,654,61,No
CUST1191,25,115311,11892,372,206,Yes
CUST1192,70,149090,30976,726,253,Yes
CUST1193,22,37197,33708,382,331,Yes
CUST1194,43,47681,39253,790,112,Yes
CUST1195,49,116216,48158,432,137,Yes
CUST1196,22,22872,49336,577,178,Yes
CUST1197,54,97292,10570,342,35,Yes
CUST1198,58,86143,12813,406,184,Yes
CUST1199,61,42149,14395,336,194,Yes
CUST1200,21,36143,30874,808,253,Yes
CUST1201,27,68049,31255,819,135,Yes
CUST1202,27,113206,43702,530,284,No
CUST1203,69,105267,11666,658,182,Yes
CUST1204,54,123825,16057,741,264,No
CUST1205,37,24897,9240,789,128,Yes
CUST1206,23,69177,28836,610,232,No
CUST1207,33,134890,18047,533,299,No
CUST1208,25,103928,27192,321,20,Yes
CUST1209,53,53526,18124,356,51,No
CUST1210,66,121089,43991,326,64,No
CUST1211,44,90088,31495,500,301,No
CUST1212,56,101675,13045,847,82,No
CUST1213,56,26368,20261,688,130,Yes
CUST1214,68,97846,32833,318,222,Yes
CUST1215,57,26286,37709,793,34,No
CUST1216,32,106765,23252,353,116,No
CUST1217,67,34170,43136,696,251,Yes
CUST1218,51,105664,43905,686,223,Yes
CUST1219,42,129591,22889,428,285,Yes
CUST1220,46,22587,47194,740,49,No
CUST1221,46,26322,31229,737,64,Yes
CUST1222,37,110406,28337,441,360,Yes
CUST1223,73,35176,36183,418,292,Yes
CUST1224,55,74627,48691,748,237,No
CUST1225,45,78237,44529,420,81,No
CUST1226,37,69840,31505,676,125,No
CUST1227,54,36199,36754,660,121,Yes
CUST1228,57,91733,38516,498,123,No
CUST1229,21,53126,23277,651,201,Yes
CUST1230,57,82180,14658,747,61,No
CUST1231,65,111995,34794,359,30,No
CUST1232,24,40070,12080,543,143,Yes
CUST1233,66,46934,13007,537,17,No
CUST1234,31,111120,21429,394,312,No
CUST1235,58,109881,37069,310,221,No
CUST1236,31,102616,37589,532,73,Yes
CUST1237,34,21219,20127,722,155,Yes
CUST1238,60,59467,46180,849,341,Yes
CUST1239,23,75164,13821,346,313,No
CUST1240,28,106725,6947,315,242,No
CUST1241,33,33235,11527,555,119,No
CUST1242,29,106832,8463,358,59,No
CUST1243,53,88197,9471,378,186,No
CUST1244,22,55386,37645,358,133,Yes
CUST1245,28,101631,49440,429,325,No
CUST1246,18,99381,6753,749,72,Yes
CUST1247,44,111845,16737,484,59,Yes
CUST1248,46,37978,30076,589,140,No
CUST1249,62,74896,44622,344,318,No
CUST1250,56,128875,49512,621,286,Yes
CUST1251,48,137784,26427,658,334,No
CUST1252,36,33751,15009,550,135,Yes
CUST1253,20,87054,24841,599,34,No
CUST1254,32,114210,45761,432,255,No
CUST1255,36,100962,45844,707,153,Yes
CUST1256,63,35431,11313,790,289,No
CUST1257,36,57054,10014,425,97,No
CUST1258,62,34943,48324,378,348,Yes
CUST1259,73,122860,39075,378,15,No
CUST1260,47,33928,37256,556,262,No
CUST1261,22,85239,35541,510,122,Yes
CUST1262,61,46037,18233,806,222,Yes
CUST1263,32,99823,24238,665,181,No
CUST1264,34,46181,48390,525,63,No
CUST1265,68,121968,37630,754,57,No
CUST1266,68,54471,37129,609,269,Yes
CUST1267,58,128986,38082,675,310,No
CUST1268,55,88569,22148,599,129,No
CUST1269,60,147548,40549,550,306,No
CUST1270,69,46433,27519,839,154,Yes
CUST1271,30,66913,40424,573,12,No
CUST1272,45,112200,40823,626,230,No
CUST1273,25,73707,6158,815,190,No
CUST1274,52,58712,7070,406,194,Yes
CUST1275,32,41020,33207,355,243,Yes
CUST1276,59,25164,12807,654,296,No
CUST1277,27,91845,30141,720,96,No
CUST1278,35,85058,34498,797,25,No
CUST1279,70,139322,25614,586,61,No
CUST1280,27,47222,29663,380,333,No
CUST1281,22,110204,34003,508,304,No
CUST1282,21,142306,35124,440,22,No
CUST1283,28,83001,7358,833,353,No
CUST1284,68,63332,7153,536,152,Yes
CUST1285,37,50737,16591,612,110,Yes
CUST1286,56,20358,41481,515,100,No
CUST1287,65,21671,48215,425,92,Yes
CUST1288,70,108032,24860,681,131,No
CUST1289,54,31665,15757,445,35,No
CUST1290,36,138866,37209,336,103,Yes
CUST1291,46,34474,33225,540,112,No
CUST1292,25,129475,13813,750,119,No
CUST1293,47,95255,25477,764,113,No
CUST1294,62,107690,30498,416,79,Yes
CUST1295,37,84763,36945,321,163,No
CUST1296,62,39548,12168,810,247,Yes
CUST1297,43,144445,42280,334,43,No
CUST1298,35,31807,49238,576,350,No
CUST1299,50,122174,37148,584,242,Yes
CUST1300,52,87070,48258,693,127,No
CUST1301,49,29836,41292,607,328,No
CUST1302,46,114838,49916,386,80,No
CUST1303,23,114840,40349,361,28,Yes
CUST1304,56,33276,42500,585,72,Yes
CUST1305,20,138591,35790,693,116,No
CUST1306,74,53540,36189,807,199,Yes
CUST1307,45,104454,41847,319,333,No
CUST1308,65,50298,15243,691,165,Yes
CUST1309,38,79867,38206,693,233,Yes
CUST1310,56,149586,8652,754,90,Yes
CUST1311,34,148095,30649,345,44,Yes
CUST1312,19,58800,22261,529,93,No
CUST1313,23,54619,37420,510,254,Yes
CUST1314,32,80853,43734,688,205,No
CUST1315,61,26564,29759,488,15,Yes
CUST1316,71,33082,45431,741,99,No
CUST1317,73,126584,49334,845,203,No
CUST1318,54,42898,28118,353,29,No
CUST1319,55,134575,23640,612,284,Yes
CUST1320,19,25170,26003,332,101,Yes
CUST1321,66,131705,9025,656,227,Yes
CUST1322,61,58085,6844,326,67,No
CUST1323,70,67214,43696,644,55,No
CUST1324,35,125066,7956,568,92,No
CUST1325,54,108705,13401,521,120,Yes
